student_id,name,total_attempts,correct_answers,accuracy,topic_accuracy,preferred_topic,last_difficulty,next_suggested_difficulty
564,Student_564,80,27,0.34,"{'Java Basics': 0.53, 'Java OOP': 0.68, 'Java Multithreading': 0.36, 'Java Exceptions': 0.66, 'Java Collections': 0.27}",Java OOP,easy,easy
565,Student_565,27,25,0.93,"{'Java Basics': 0.21, 'Java OOP': 0.43, 'Java Multithreading': 0.32, 'Java Exceptions': 0.83, 'Java Collections': 0.66}",Java Multithreading,medium,hard
566,Student_566,93,35,0.38,"{'Java Basics': 0.53, 'Java OOP': 0.74, 'Java Multithreading': 0.6, 'Java Exceptions': 0.26, 'Java Collections': 0.36}",Java Exceptions,easy,easy
567,Student_567,38,24,0.63,"{'Java Basics': 0.72, 'Java OOP': 0.35, 'Java Multithreading': 0.32, 'Java Exceptions': 0.58, 'Java Collections': 0.84}",Java Basics,easy,medium
568,Student_568,37,22,0.59,"{'Java Basics': 0.66, 'Java OOP': 0.49, 'Java Multithreading': 0.4, 'Java Exceptions': 0.46, 'Java Collections': 0.36}",Java Basics,easy,medium
569,Student_569,90,59,0.66,"{'Java Basics': 0.34, 'Java OOP': 0.84, 'Java Multithreading': 0.42, 'Java Exceptions': 0.88, 'Java Collections': 0.77}",Java Collections,easy,medium
570,Student_570,95,31,0.33,"{'Java Basics': 0.64, 'Java OOP': 0.63, 'Java Multithreading': 0.77, 'Java Exceptions': 0.8, 'Java Collections': 0.31}",Java OOP,easy,easy
571,Student_571,31,8,0.26,"{'Java Basics': 0.3, 'Java OOP': 0.55, 'Java Multithreading': 0.71, 'Java Exceptions': 0.76, 'Java Collections': 0.7}",Java OOP,easy,easy
572,Student_572,43,39,0.91,"{'Java Basics': 0.25, 'Java OOP': 0.57, 'Java Multithreading': 0.7, 'Java Exceptions': 0.58, 'Java Collections': 0.7}",Java OOP,medium,hard
573,Student_573,82,50,0.61,"{'Java Basics': 0.59, 'Java OOP': 0.47, 'Java Multithreading': 0.3, 'Java Exceptions': 0.26, 'Java Collections': 0.59}",Java Collections,easy,medium
574,Student_574,61,24,0.39,"{'Java Basics': 0.43, 'Java OOP': 0.82, 'Java Multithreading': 0.76, 'Java Exceptions': 0.24, 'Java Collections': 0.71}",Java Exceptions,easy,easy
575,Student_575,64,37,0.58,"{'Java Basics': 0.78, 'Java OOP': 0.46, 'Java Multithreading': 0.26, 'Java Exceptions': 0.38, 'Java Collections': 0.68}",Java Basics,easy,medium
576,Student_576,43,18,0.42,"{'Java Basics': 0.43, 'Java OOP': 0.26, 'Java Multithreading': 0.27, 'Java Exceptions': 0.27, 'Java Collections': 0.64}",Java Exceptions,easy,medium
577,Student_577,76,32,0.42,"{'Java Basics': 0.55, 'Java OOP': 0.67, 'Java Multithreading': 0.78, 'Java Exceptions': 0.32, 'Java Collections': 0.76}",Java OOP,easy,medium
578,Student_578,51,6,0.12,"{'Java Basics': 0.52, 'Java OOP': 0.43, 'Java Multithreading': 0.52, 'Java Exceptions': 0.53, 'Java Collections': 0.39}",Java Basics,easy,easy
579,Student_579,95,23,0.24,"{'Java Basics': 0.76, 'Java OOP': 0.81, 'Java Multithreading': 0.5, 'Java Exceptions': 0.53, 'Java Collections': 0.27}",Java Exceptions,easy,easy
580,Student_580,36,28,0.78,"{'Java Basics': 0.4, 'Java OOP': 0.27, 'Java Multithreading': 0.55, 'Java Exceptions': 0.75, 'Java Collections': 0.5}",Java Basics,medium,hard
581,Student_581,50,42,0.84,"{'Java Basics': 0.29, 'Java OOP': 0.78, 'Java Multithreading': 0.24, 'Java Exceptions': 0.3, 'Java Collections': 0.2}",Java Multithreading,medium,hard
582,Student_582,32,26,0.81,"{'Java Basics': 0.65, 'Java OOP': 0.22, 'Java Multithreading': 0.62, 'Java Exceptions': 0.62, 'Java Collections': 0.4}",Java Multithreading,medium,hard
583,Student_583,56,34,0.61,"{'Java Basics': 0.72, 'Java OOP': 0.32, 'Java Multithreading': 0.35, 'Java Exceptions': 0.81, 'Java Collections': 0.44}",Java Basics,easy,medium
584,Student_584,40,6,0.15,"{'Java Basics': 0.63, 'Java OOP': 0.27, 'Java Multithreading': 0.38, 'Java Exceptions': 0.7, 'Java Collections': 0.73}",Java Exceptions,easy,easy
585,Student_585,21,18,0.86,"{'Java Basics': 0.88, 'Java OOP': 0.53, 'Java Multithreading': 0.68, 'Java Exceptions': 0.71, 'Java Collections': 0.76}",Java OOP,medium,hard
586,Student_586,41,8,0.2,"{'Java Basics': 0.21, 'Java OOP': 0.22, 'Java Multithreading': 0.64, 'Java Exceptions': 0.3, 'Java Collections': 0.21}",Java Collections,easy,easy
587,Student_587,52,32,0.62,"{'Java Basics': 0.85, 'Java OOP': 0.71, 'Java Multithreading': 0.31, 'Java Exceptions': 0.6, 'Java Collections': 0.5}",Java Collections,easy,medium
588,Student_588,87,13,0.15,"{'Java Basics': 0.68, 'Java OOP': 0.78, 'Java Multithreading': 0.21, 'Java Exceptions': 0.48, 'Java Collections': 0.86}",Java Collections,easy,easy
589,Student_589,25,24,0.96,"{'Java Basics': 0.53, 'Java OOP': 0.3, 'Java Multithreading': 0.35, 'Java Exceptions': 0.66, 'Java Collections': 0.41}",Java Multithreading,medium,hard
590,Student_590,25,18,0.72,"{'Java Basics': 0.46, 'Java OOP': 0.32, 'Java Multithreading': 0.82, 'Java Exceptions': 0.38, 'Java Collections': 0.54}",Java Multithreading,medium,hard
591,Student_591,91,58,0.64,"{'Java Basics': 0.3, 'Java OOP': 0.6, 'Java Multithreading': 0.61, 'Java Exceptions': 0.74, 'Java Collections': 0.72}",Java OOP,easy,medium
592,Student_592,45,30,0.67,"{'Java Basics': 0.86, 'Java OOP': 0.9, 'Java Multithreading': 0.72, 'Java Exceptions': 0.87, 'Java Collections': 0.38}",Java Basics,easy,medium
593,Student_593,73,37,0.51,"{'Java Basics': 0.55, 'Java OOP': 0.25, 'Java Multithreading': 0.9, 'Java Exceptions': 0.83, 'Java Collections': 0.65}",Java Exceptions,easy,medium
594,Student_594,76,64,0.84,"{'Java Basics': 0.68, 'Java OOP': 0.82, 'Java Multithreading': 0.22, 'Java Exceptions': 0.75, 'Java Collections': 0.35}",Java Collections,medium,hard
595,Student_595,65,7,0.11,"{'Java Basics': 0.57, 'Java OOP': 0.74, 'Java Multithreading': 0.48, 'Java Exceptions': 0.79, 'Java Collections': 0.89}",Java OOP,easy,easy
596,Student_596,82,77,0.94,"{'Java Basics': 0.74, 'Java OOP': 0.74, 'Java Multithreading': 0.49, 'Java Exceptions': 0.45, 'Java Collections': 0.71}",Java Exceptions,medium,hard
597,Student_597,79,68,0.86,"{'Java Basics': 0.41, 'Java OOP': 0.64, 'Java Multithreading': 0.87, 'Java Exceptions': 0.55, 'Java Collections': 0.54}",Java Basics,medium,hard
598,Student_598,76,17,0.22,"{'Java Basics': 0.29, 'Java OOP': 0.44, 'Java Multithreading': 0.59, 'Java Exceptions': 0.82, 'Java Collections': 0.25}",Java Exceptions,easy,easy
599,Student_599,74,23,0.31,"{'Java Basics': 0.27, 'Java OOP': 0.26, 'Java Multithreading': 0.86, 'Java Exceptions': 0.59, 'Java Collections': 0.44}",Java Exceptions,easy,easy
600,Student_600,24,19,0.79,"{'Java Basics': 0.76, 'Java OOP': 0.86, 'Java Multithreading': 0.26, 'Java Exceptions': 0.6, 'Java Collections': 0.74}",Java Exceptions,medium,hard
601,Student_601,45,31,0.69,"{'Java Basics': 0.26, 'Java OOP': 0.7, 'Java Multithreading': 0.49, 'Java Exceptions': 0.7, 'Java Collections': 0.4}",Java Collections,easy,medium
602,Student_602,90,9,0.1,"{'Java Basics': 0.35, 'Java OOP': 0.66, 'Java Multithreading': 0.83, 'Java Exceptions': 0.44, 'Java Collections': 0.58}",Java Exceptions,easy,easy
603,Student_603,86,21,0.24,"{'Java Basics': 0.31, 'Java OOP': 0.32, 'Java Multithreading': 0.6, 'Java Exceptions': 0.28, 'Java Collections': 0.42}",Java OOP,easy,easy
604,Student_604,61,49,0.8,"{'Java Basics': 0.76, 'Java OOP': 0.47, 'Java Multithreading': 0.43, 'Java Exceptions': 0.88, 'Java Collections': 0.38}",Java Basics,medium,hard
605,Student_605,81,11,0.14,"{'Java Basics': 0.5, 'Java OOP': 0.62, 'Java Multithreading': 0.41, 'Java Exceptions': 0.65, 'Java Collections': 0.26}",Java Multithreading,easy,easy
606,Student_606,33,21,0.64,"{'Java Basics': 0.45, 'Java OOP': 0.27, 'Java Multithreading': 0.69, 'Java Exceptions': 0.44, 'Java Collections': 0.21}",Java Multithreading,easy,medium
607,Student_607,41,26,0.63,"{'Java Basics': 0.62, 'Java OOP': 0.87, 'Java Multithreading': 0.33, 'Java Exceptions': 0.65, 'Java Collections': 0.22}",Java Collections,easy,medium
608,Student_608,98,77,0.79,"{'Java Basics': 0.36, 'Java OOP': 0.5, 'Java Multithreading': 0.39, 'Java Exceptions': 0.28, 'Java Collections': 0.71}",Java Basics,medium,hard
609,Student_609,76,73,0.96,"{'Java Basics': 0.41, 'Java OOP': 0.7, 'Java Multithreading': 0.72, 'Java Exceptions': 0.86, 'Java Collections': 0.33}",Java Collections,medium,hard
610,Student_610,58,52,0.9,"{'Java Basics': 0.4, 'Java OOP': 0.77, 'Java Multithreading': 0.77, 'Java Exceptions': 0.56, 'Java Collections': 0.84}",Java Basics,medium,hard
611,Student_611,100,33,0.33,"{'Java Basics': 0.58, 'Java OOP': 0.66, 'Java Multithreading': 0.61, 'Java Exceptions': 0.4, 'Java Collections': 0.57}",Java Multithreading,easy,easy
612,Student_612,34,20,0.59,"{'Java Basics': 0.85, 'Java OOP': 0.44, 'Java Multithreading': 0.67, 'Java Exceptions': 0.82, 'Java Collections': 0.64}",Java Multithreading,easy,medium
613,Student_613,42,18,0.43,"{'Java Basics': 0.72, 'Java OOP': 0.56, 'Java Multithreading': 0.3, 'Java Exceptions': 0.25, 'Java Collections': 0.77}",Java Basics,easy,medium
614,Student_614,41,8,0.2,"{'Java Basics': 0.62, 'Java OOP': 0.68, 'Java Multithreading': 0.28, 'Java Exceptions': 0.25, 'Java Collections': 0.26}",Java Collections,easy,easy
615,Student_615,53,51,0.96,"{'Java Basics': 0.48, 'Java OOP': 0.39, 'Java Multithreading': 0.52, 'Java Exceptions': 0.68, 'Java Collections': 0.38}",Java Exceptions,medium,hard
616,Student_616,40,27,0.68,"{'Java Basics': 0.59, 'Java OOP': 0.26, 'Java Multithreading': 0.4, 'Java Exceptions': 0.61, 'Java Collections': 0.53}",Java Exceptions,easy,medium
617,Student_617,38,14,0.37,"{'Java Basics': 0.63, 'Java OOP': 0.59, 'Java Multithreading': 0.8, 'Java Exceptions': 0.21, 'Java Collections': 0.3}",Java OOP,easy,easy
618,Student_618,43,23,0.53,"{'Java Basics': 0.65, 'Java OOP': 0.89, 'Java Multithreading': 0.7, 'Java Exceptions': 0.76, 'Java Collections': 0.3}",Java OOP,easy,medium
619,Student_619,46,26,0.57,"{'Java Basics': 0.31, 'Java OOP': 0.66, 'Java Multithreading': 0.72, 'Java Exceptions': 0.42, 'Java Collections': 0.38}",Java Multithreading,easy,medium
620,Student_620,67,36,0.54,"{'Java Basics': 0.41, 'Java OOP': 0.62, 'Java Multithreading': 0.67, 'Java Exceptions': 0.67, 'Java Collections': 0.28}",Java OOP,easy,medium
621,Student_621,70,27,0.39,"{'Java Basics': 0.79, 'Java OOP': 0.82, 'Java Multithreading': 0.82, 'Java Exceptions': 0.87, 'Java Collections': 0.2}",Java Multithreading,easy,easy
622,Student_622,69,53,0.77,"{'Java Basics': 0.7, 'Java OOP': 0.42, 'Java Multithreading': 0.43, 'Java Exceptions': 0.33, 'Java Collections': 0.66}",Java OOP,medium,hard
623,Student_623,49,13,0.27,"{'Java Basics': 0.58, 'Java OOP': 0.83, 'Java Multithreading': 0.58, 'Java Exceptions': 0.44, 'Java Collections': 0.22}",Java Exceptions,easy,easy
624,Student_624,38,29,0.76,"{'Java Basics': 0.49, 'Java OOP': 0.42, 'Java Multithreading': 0.39, 'Java Exceptions': 0.63, 'Java Collections': 0.63}",Java Exceptions,medium,hard
625,Student_625,99,57,0.58,"{'Java Basics': 0.63, 'Java OOP': 0.25, 'Java Multithreading': 0.73, 'Java Exceptions': 0.74, 'Java Collections': 0.46}",Java Basics,easy,medium
626,Student_626,78,56,0.72,"{'Java Basics': 0.66, 'Java OOP': 0.29, 'Java Multithreading': 0.69, 'Java Exceptions': 0.55, 'Java Collections': 0.31}",Java OOP,medium,hard
627,Student_627,51,21,0.41,"{'Java Basics': 0.8, 'Java OOP': 0.26, 'Java Multithreading': 0.34, 'Java Exceptions': 0.46, 'Java Collections': 0.43}",Java Basics,easy,medium
628,Student_628,81,46,0.57,"{'Java Basics': 0.56, 'Java OOP': 0.43, 'Java Multithreading': 0.84, 'Java Exceptions': 0.73, 'Java Collections': 0.78}",Java Multithreading,easy,medium
629,Student_629,69,36,0.52,"{'Java Basics': 0.43, 'Java OOP': 0.66, 'Java Multithreading': 0.22, 'Java Exceptions': 0.55, 'Java Collections': 0.61}",Java Exceptions,easy,medium
630,Student_630,94,58,0.62,"{'Java Basics': 0.46, 'Java OOP': 0.62, 'Java Multithreading': 0.54, 'Java Exceptions': 0.75, 'Java Collections': 0.6}",Java Collections,easy,medium
631,Student_631,58,11,0.19,"{'Java Basics': 0.23, 'Java OOP': 0.74, 'Java Multithreading': 0.5, 'Java Exceptions': 0.21, 'Java Collections': 0.58}",Java Basics,easy,easy
632,Student_632,46,15,0.33,"{'Java Basics': 0.56, 'Java OOP': 0.25, 'Java Multithreading': 0.58, 'Java Exceptions': 0.34, 'Java Collections': 0.26}",Java Exceptions,easy,easy
633,Student_633,48,21,0.44,"{'Java Basics': 0.25, 'Java OOP': 0.24, 'Java Multithreading': 0.55, 'Java Exceptions': 0.63, 'Java Collections': 0.59}",Java Multithreading,easy,medium
634,Student_634,32,29,0.91,"{'Java Basics': 0.76, 'Java OOP': 0.55, 'Java Multithreading': 0.73, 'Java Exceptions': 0.33, 'Java Collections': 0.58}",Java OOP,medium,hard
635,Student_635,36,23,0.64,"{'Java Basics': 0.36, 'Java OOP': 0.88, 'Java Multithreading': 0.84, 'Java Exceptions': 0.74, 'Java Collections': 0.26}",Java OOP,easy,medium
636,Student_636,98,74,0.76,"{'Java Basics': 0.52, 'Java OOP': 0.8, 'Java Multithreading': 0.36, 'Java Exceptions': 0.31, 'Java Collections': 0.7}",Java Multithreading,medium,hard
637,Student_637,41,15,0.37,"{'Java Basics': 0.77, 'Java OOP': 0.36, 'Java Multithreading': 0.61, 'Java Exceptions': 0.38, 'Java Collections': 0.68}",Java Multithreading,easy,easy
638,Student_638,63,62,0.98,"{'Java Basics': 0.52, 'Java OOP': 0.53, 'Java Multithreading': 0.58, 'Java Exceptions': 0.75, 'Java Collections': 0.85}",Java Multithreading,medium,hard
639,Student_639,34,32,0.94,"{'Java Basics': 0.75, 'Java OOP': 0.45, 'Java Multithreading': 0.25, 'Java Exceptions': 0.83, 'Java Collections': 0.75}",Java Multithreading,medium,hard
640,Student_640,98,67,0.68,"{'Java Basics': 0.72, 'Java OOP': 0.38, 'Java Multithreading': 0.67, 'Java Exceptions': 0.49, 'Java Collections': 0.48}",Java Collections,easy,medium
641,Student_641,74,52,0.7,"{'Java Basics': 0.25, 'Java OOP': 0.59, 'Java Multithreading': 0.81, 'Java Exceptions': 0.64, 'Java Collections': 0.78}",Java Basics,easy,medium
642,Student_642,32,23,0.72,"{'Java Basics': 0.88, 'Java OOP': 0.6, 'Java Multithreading': 0.46, 'Java Exceptions': 0.65, 'Java Collections': 0.26}",Java Basics,medium,hard
643,Student_643,81,32,0.4,"{'Java Basics': 0.23, 'Java OOP': 0.38, 'Java Multithreading': 0.57, 'Java Exceptions': 0.46, 'Java Collections': 0.28}",Java Multithreading,easy,easy
644,Student_644,78,73,0.94,"{'Java Basics': 0.55, 'Java OOP': 0.21, 'Java Multithreading': 0.33, 'Java Exceptions': 0.52, 'Java Collections': 0.28}",Java Collections,medium,hard
645,Student_645,38,11,0.29,"{'Java Basics': 0.46, 'Java OOP': 0.46, 'Java Multithreading': 0.36, 'Java Exceptions': 0.71, 'Java Collections': 0.29}",Java OOP,easy,easy
646,Student_646,43,10,0.23,"{'Java Basics': 0.7, 'Java OOP': 0.38, 'Java Multithreading': 0.57, 'Java Exceptions': 0.6, 'Java Collections': 0.55}",Java Multithreading,easy,easy
647,Student_647,34,30,0.88,"{'Java Basics': 0.5, 'Java OOP': 0.72, 'Java Multithreading': 0.33, 'Java Exceptions': 0.65, 'Java Collections': 0.64}",Java Basics,medium,hard
648,Student_648,45,5,0.11,"{'Java Basics': 0.51, 'Java OOP': 0.42, 'Java Multithreading': 0.21, 'Java Exceptions': 0.57, 'Java Collections': 0.85}",Java OOP,easy,easy
649,Student_649,50,49,0.98,"{'Java Basics': 0.82, 'Java OOP': 0.3, 'Java Multithreading': 0.81, 'Java Exceptions': 0.22, 'Java Collections': 0.47}",Java Exceptions,medium,hard
650,Student_650,78,78,1.0,"{'Java Basics': 0.82, 'Java OOP': 0.7, 'Java Multithreading': 0.54, 'Java Exceptions': 0.65, 'Java Collections': 0.39}",Java Basics,medium,hard
651,Student_651,65,55,0.85,"{'Java Basics': 0.79, 'Java OOP': 0.38, 'Java Multithreading': 0.77, 'Java Exceptions': 0.7, 'Java Collections': 0.3}",Java Exceptions,medium,hard
652,Student_652,96,14,0.15,"{'Java Basics': 0.74, 'Java OOP': 0.56, 'Java Multithreading': 0.82, 'Java Exceptions': 0.72, 'Java Collections': 0.44}",Java Exceptions,easy,easy
653,Student_653,30,26,0.87,"{'Java Basics': 0.78, 'Java OOP': 0.36, 'Java Multithreading': 0.37, 'Java Exceptions': 0.29, 'Java Collections': 0.43}",Java Collections,medium,hard
654,Student_654,24,6,0.25,"{'Java Basics': 0.32, 'Java OOP': 0.33, 'Java Multithreading': 0.84, 'Java Exceptions': 0.86, 'Java Collections': 0.65}",Java Multithreading,easy,easy
655,Student_655,82,21,0.26,"{'Java Basics': 0.23, 'Java OOP': 0.22, 'Java Multithreading': 0.47, 'Java Exceptions': 0.56, 'Java Collections': 0.75}",Java Multithreading,easy,easy
656,Student_656,57,14,0.25,"{'Java Basics': 0.27, 'Java OOP': 0.51, 'Java Multithreading': 0.37, 'Java Exceptions': 0.7, 'Java Collections': 0.51}",Java Exceptions,easy,easy
657,Student_657,77,15,0.19,"{'Java Basics': 0.61, 'Java OOP': 0.3, 'Java Multithreading': 0.32, 'Java Exceptions': 0.43, 'Java Collections': 0.41}",Java Exceptions,easy,easy
658,Student_658,91,9,0.1,"{'Java Basics': 0.87, 'Java OOP': 0.47, 'Java Multithreading': 0.45, 'Java Exceptions': 0.79, 'Java Collections': 0.24}",Java Exceptions,easy,easy
659,Student_659,73,47,0.64,"{'Java Basics': 0.85, 'Java OOP': 0.57, 'Java Multithreading': 0.59, 'Java Exceptions': 0.56, 'Java Collections': 0.43}",Java Collections,easy,medium
660,Student_660,49,16,0.33,"{'Java Basics': 0.71, 'Java OOP': 0.73, 'Java Multithreading': 0.52, 'Java Exceptions': 0.27, 'Java Collections': 0.26}",Java Exceptions,easy,easy
661,Student_661,45,16,0.36,"{'Java Basics': 0.22, 'Java OOP': 0.41, 'Java Multithreading': 0.68, 'Java Exceptions': 0.35, 'Java Collections': 0.6}",Java Collections,easy,easy
662,Student_662,30,27,0.9,"{'Java Basics': 0.45, 'Java OOP': 0.39, 'Java Multithreading': 0.69, 'Java Exceptions': 0.77, 'Java Collections': 0.87}",Java Basics,medium,hard
663,Student_663,72,16,0.22,"{'Java Basics': 0.31, 'Java OOP': 0.84, 'Java Multithreading': 0.25, 'Java Exceptions': 0.8, 'Java Collections': 0.56}",Java OOP,easy,easy
664,Student_664,55,52,0.95,"{'Java Basics': 0.54, 'Java OOP': 0.51, 'Java Multithreading': 0.64, 'Java Exceptions': 0.63, 'Java Collections': 0.74}",Java Collections,medium,hard
665,Student_665,67,65,0.97,"{'Java Basics': 0.88, 'Java OOP': 0.25, 'Java Multithreading': 0.5, 'Java Exceptions': 0.73, 'Java Collections': 0.86}",Java Multithreading,medium,hard
666,Student_666,67,9,0.13,"{'Java Basics': 0.63, 'Java OOP': 0.46, 'Java Multithreading': 0.46, 'Java Exceptions': 0.6, 'Java Collections': 0.65}",Java Multithreading,easy,easy
667,Student_667,21,7,0.33,"{'Java Basics': 0.28, 'Java OOP': 0.55, 'Java Multithreading': 0.85, 'Java Exceptions': 0.36, 'Java Collections': 0.49}",Java Multithreading,easy,easy
668,Student_668,62,8,0.13,"{'Java Basics': 0.36, 'Java OOP': 0.69, 'Java Multithreading': 0.23, 'Java Exceptions': 0.41, 'Java Collections': 0.85}",Java OOP,easy,easy
669,Student_669,83,8,0.1,"{'Java Basics': 0.36, 'Java OOP': 0.46, 'Java Multithreading': 0.27, 'Java Exceptions': 0.67, 'Java Collections': 0.33}",Java Multithreading,easy,easy
670,Student_670,36,10,0.28,"{'Java Basics': 0.46, 'Java OOP': 0.71, 'Java Multithreading': 0.55, 'Java Exceptions': 0.23, 'Java Collections': 0.74}",Java OOP,easy,easy
671,Student_671,65,42,0.65,"{'Java Basics': 0.39, 'Java OOP': 0.79, 'Java Multithreading': 0.26, 'Java Exceptions': 0.48, 'Java Collections': 0.32}",Java Multithreading,easy,medium
672,Student_672,42,13,0.31,"{'Java Basics': 0.26, 'Java OOP': 0.89, 'Java Multithreading': 0.51, 'Java Exceptions': 0.84, 'Java Collections': 0.4}",Java OOP,easy,easy
673,Student_673,91,19,0.21,"{'Java Basics': 0.63, 'Java OOP': 0.29, 'Java Multithreading': 0.37, 'Java Exceptions': 0.35, 'Java Collections': 0.63}",Java Collections,easy,easy
674,Student_674,83,53,0.64,"{'Java Basics': 0.38, 'Java OOP': 0.88, 'Java Multithreading': 0.53, 'Java Exceptions': 0.41, 'Java Collections': 0.5}",Java Basics,easy,medium
675,Student_675,93,71,0.76,"{'Java Basics': 0.64, 'Java OOP': 0.53, 'Java Multithreading': 0.58, 'Java Exceptions': 0.24, 'Java Collections': 0.29}",Java Multithreading,medium,hard
676,Student_676,35,8,0.23,"{'Java Basics': 0.31, 'Java OOP': 0.88, 'Java Multithreading': 0.26, 'Java Exceptions': 0.22, 'Java Collections': 0.6}",Java Basics,easy,easy
677,Student_677,72,44,0.61,"{'Java Basics': 0.22, 'Java OOP': 0.65, 'Java Multithreading': 0.43, 'Java Exceptions': 0.9, 'Java Collections': 0.71}",Java Exceptions,easy,medium
678,Student_678,95,6,0.06,"{'Java Basics': 0.47, 'Java OOP': 0.64, 'Java Multithreading': 0.9, 'Java Exceptions': 0.87, 'Java Collections': 0.44}",Java Basics,easy,easy
679,Student_679,97,24,0.25,"{'Java Basics': 0.24, 'Java OOP': 0.52, 'Java Multithreading': 0.8, 'Java Exceptions': 0.44, 'Java Collections': 0.79}",Java Multithreading,easy,easy
680,Student_680,98,80,0.82,"{'Java Basics': 0.56, 'Java OOP': 0.65, 'Java Multithreading': 0.42, 'Java Exceptions': 0.87, 'Java Collections': 0.24}",Java Basics,medium,hard
681,Student_681,92,68,0.74,"{'Java Basics': 0.27, 'Java OOP': 0.81, 'Java Multithreading': 0.6, 'Java Exceptions': 0.88, 'Java Collections': 0.45}",Java Multithreading,medium,hard
682,Student_682,65,50,0.77,"{'Java Basics': 0.31, 'Java OOP': 0.53, 'Java Multithreading': 0.66, 'Java Exceptions': 0.51, 'Java Collections': 0.65}",Java Exceptions,medium,hard
683,Student_683,51,40,0.78,"{'Java Basics': 0.84, 'Java OOP': 0.34, 'Java Multithreading': 0.35, 'Java Exceptions': 0.3, 'Java Collections': 0.6}",Java Exceptions,medium,hard
684,Student_684,44,35,0.8,"{'Java Basics': 0.49, 'Java OOP': 0.82, 'Java Multithreading': 0.31, 'Java Exceptions': 0.36, 'Java Collections': 0.41}",Java Collections,medium,hard
685,Student_685,81,51,0.63,"{'Java Basics': 0.8, 'Java OOP': 0.82, 'Java Multithreading': 0.24, 'Java Exceptions': 0.29, 'Java Collections': 0.62}",Java Collections,easy,medium
686,Student_686,23,11,0.48,"{'Java Basics': 0.25, 'Java OOP': 0.42, 'Java Multithreading': 0.61, 'Java Exceptions': 0.74, 'Java Collections': 0.4}",Java Basics,easy,medium
687,Student_687,32,15,0.47,"{'Java Basics': 0.59, 'Java OOP': 0.75, 'Java Multithreading': 0.32, 'Java Exceptions': 0.86, 'Java Collections': 0.58}",Java Collections,easy,medium
688,Student_688,63,11,0.17,"{'Java Basics': 0.24, 'Java OOP': 0.63, 'Java Multithreading': 0.66, 'Java Exceptions': 0.4, 'Java Collections': 0.71}",Java Multithreading,easy,easy
689,Student_689,31,24,0.77,"{'Java Basics': 0.43, 'Java OOP': 0.85, 'Java Multithreading': 0.51, 'Java Exceptions': 0.25, 'Java Collections': 0.52}",Java Basics,medium,hard
690,Student_690,99,95,0.96,"{'Java Basics': 0.39, 'Java OOP': 0.75, 'Java Multithreading': 0.7, 'Java Exceptions': 0.44, 'Java Collections': 0.58}",Java Exceptions,medium,hard
691,Student_691,50,6,0.12,"{'Java Basics': 0.7, 'Java OOP': 0.26, 'Java Multithreading': 0.5, 'Java Exceptions': 0.71, 'Java Collections': 0.36}",Java Collections,easy,easy
692,Student_692,83,55,0.66,"{'Java Basics': 0.63, 'Java OOP': 0.84, 'Java Multithreading': 0.76, 'Java Exceptions': 0.23, 'Java Collections': 0.53}",Java Basics,easy,medium
693,Student_693,86,66,0.77,"{'Java Basics': 0.37, 'Java OOP': 0.27, 'Java Multithreading': 0.3, 'Java Exceptions': 0.58, 'Java Collections': 0.7}",Java Basics,medium,hard
694,Student_694,43,18,0.42,"{'Java Basics': 0.63, 'Java OOP': 0.45, 'Java Multithreading': 0.51, 'Java Exceptions': 0.46, 'Java Collections': 0.27}",Java Basics,easy,medium
695,Student_695,69,67,0.97,"{'Java Basics': 0.78, 'Java OOP': 0.44, 'Java Multithreading': 0.38, 'Java Exceptions': 0.29, 'Java Collections': 0.56}",Java OOP,medium,hard
696,Student_696,80,60,0.75,"{'Java Basics': 0.35, 'Java OOP': 0.3, 'Java Multithreading': 0.21, 'Java Exceptions': 0.4, 'Java Collections': 0.24}",Java Basics,medium,hard
697,Student_697,98,44,0.45,"{'Java Basics': 0.58, 'Java OOP': 0.22, 'Java Multithreading': 0.27, 'Java Exceptions': 0.54, 'Java Collections': 0.24}",Java Basics,easy,medium
698,Student_698,31,15,0.48,"{'Java Basics': 0.78, 'Java OOP': 0.65, 'Java Multithreading': 0.66, 'Java Exceptions': 0.4, 'Java Collections': 0.25}",Java Multithreading,easy,medium
699,Student_699,80,52,0.65,"{'Java Basics': 0.88, 'Java OOP': 0.83, 'Java Multithreading': 0.31, 'Java Exceptions': 0.52, 'Java Collections': 0.7}",Java OOP,easy,medium
700,Student_700,83,27,0.33,"{'Java Basics': 0.87, 'Java OOP': 0.35, 'Java Multithreading': 0.7, 'Java Exceptions': 0.44, 'Java Collections': 0.23}",Java Exceptions,easy,easy
701,Student_701,26,14,0.54,"{'Java Basics': 0.34, 'Java OOP': 0.57, 'Java Multithreading': 0.29, 'Java Exceptions': 0.24, 'Java Collections': 0.28}",Java OOP,easy,medium
702,Student_702,36,26,0.72,"{'Java Basics': 0.22, 'Java OOP': 0.25, 'Java Multithreading': 0.54, 'Java Exceptions': 0.27, 'Java Collections': 0.78}",Java Multithreading,medium,hard
703,Student_703,77,20,0.26,"{'Java Basics': 0.41, 'Java OOP': 0.54, 'Java Multithreading': 0.26, 'Java Exceptions': 0.62, 'Java Collections': 0.86}",Java Collections,easy,easy
704,Student_704,90,87,0.97,"{'Java Basics': 0.79, 'Java OOP': 0.74, 'Java Multithreading': 0.62, 'Java Exceptions': 0.52, 'Java Collections': 0.89}",Java Collections,medium,hard
